region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
East Midlands,2020-03-03,nowcast,1.7,1.3,2.3,1.5,1.9,0
East Midlands,2020-03-04,nowcast,1.7,1.3,2.2,1.5,1.9,0
East Midlands,2020-03-05,nowcast,1.7,1.3,2.1,1.5,1.9,0
East Midlands,2020-03-06,nowcast,1.7,1.3,2.1,1.5,1.8,0
East Midlands,2020-03-07,nowcast,1.6,1.3,2,1.5,1.8,0
East Midlands,2020-03-08,nowcast,1.6,1.3,2,1.5,1.7,0
East Midlands,2020-03-09,nowcast,1.6,1.3,2,1.5,1.7,0
East Midlands,2020-03-10,nowcast,1.6,1.3,1.9,1.4,1.7,0
East Midlands,2020-03-11,nowcast,1.6,1.3,1.9,1.4,1.7,0
East Midlands,2020-03-12,nowcast,1.5,1.3,1.8,1.4,1.6,0
East Midlands,2020-03-13,nowcast,1.5,1.3,1.8,1.4,1.6,0
East Midlands,2020-03-14,nowcast,1.5,1.3,1.8,1.4,1.6,0
East Midlands,2020-03-15,nowcast,1.5,1.2,1.7,1.4,1.5,0
East Midlands,2020-03-16,nowcast,1.4,1.2,1.7,1.3,1.5,0
East Midlands,2020-03-17,nowcast,1.4,1.2,1.6,1.3,1.5,0
East Midlands,2020-03-18,nowcast,1.4,1.2,1.6,1.3,1.5,0
East Midlands,2020-03-19,nowcast,1.4,1.2,1.6,1.3,1.4,0
East Midlands,2020-03-20,nowcast,1.3,1.1,1.5,1.2,1.4,0
East Midlands,2020-03-21,nowcast,1.3,1.1,1.5,1.2,1.4,0
East Midlands,2020-03-22,nowcast,1.3,1.1,1.4,1.2,1.3,0
East Midlands,2020-03-23,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
East Midlands,2020-03-24,nowcast,1.2,1,1.3,1.1,1.3,0.01
East Midlands,2020-03-25,nowcast,1.2,1,1.3,1.1,1.2,0.02
East Midlands,2020-03-26,nowcast,1.1,1,1.3,1.1,1.2,0.05
East Midlands,2020-03-27,nowcast,1.1,1,1.2,1.1,1.2,0.1
East Midlands,2020-03-28,nowcast,1.1,0.9,1.2,1,1.1,0.2
East Midlands,2020-03-29,nowcast,1,0.9,1.1,1,1.1,0.35
East Midlands,2020-03-30,nowcast,1,0.9,1.1,0.9,1,0.53
East Midlands,2020-03-31,nowcast,1,0.9,1.1,0.9,1,0.65
East Midlands,2020-04-01,nowcast,1,0.9,1.1,0.9,1,0.79
East Midlands,2020-04-02,nowcast,0.9,0.8,1,0.9,1,0.82
East Midlands,2020-04-03,nowcast,0.9,0.8,1,0.9,1,0.88
East Midlands,2020-04-04,nowcast,0.9,0.8,1,0.9,1,0.91
East Midlands,2020-04-05,nowcast,0.9,0.8,1,0.9,1,0.92
East Midlands,2020-04-06,nowcast,0.9,0.8,1,0.9,1,0.92
East Midlands,2020-04-07,nowcast,0.9,0.8,1,0.9,1,0.92
